Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,employee_id,satisfaction_txt,dissatisfaction_txt
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,1,4,Female,52,3,2,Sales Executive,1,Married,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5,220,Great place to work! lots of brilliant people and free food,you get so spoiled by all the goodies and perks :(
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7,221,"Perks, intellectual atmosphere, salary, google brand.","Work Life balance, you may work on things never done before so they will be challenging, too many genius people who think they are always right and can be jerks."
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,1,3,Female,47,2,1,Research Scientist,2,Married,2622,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1,222,Tons of opportunity. Great people. Excellent perks. Fast-paced and autonomous.,Corporate hierarchy. Slow-moving HR. Growth boundaries that disregard exceptional performance/motivation.
37,No,Travel_Frequently,663,Research & Development,11,3,Other,1,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7,223,"New technology are show in here and ,career apportunity is succeed in google","Hardwork, continue work, I accept any challenge"
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13,224,Cost or budget is never a concern.,"The company culture is like a millennial personified--by lunch on the first day I was already annoyed by the exceedingly in-your-face liberal political culture. Evals and promotions are based on the importance of your project and your ability to kiss up to peers. Lunches are mediocre at MTV and everyone there's a long wait during typical lunch hours. The hiring process results in a more consistent level of hires, but despite their claims the average hire at a 65K or 80K+ populous company are at best Bs rather than As. Nobody cares to do actual work, and the open floorplans means you'll have to tune out personal non-work-related chatter all day."
31,No,Non-Travel,979,Research & Development,1,4,Medical,1,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4,225,"Great culture, offices, benefits, people.",Working with execs requires long demanding hours (to be expected).
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,3,Male,70,2,1,Research Scientist,4,Married,2177,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0,226,Love Marketing so much an have willing,Some stress but will reomove it
37,No,Travel_Frequently,319,Sales,4,4,Marketing,1,1,Male,41,3,1,Sales Representative,4,Divorced,2793,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8,227,"Great people, interesting work, great office space","Hardcore mentality, long hours, competitive culture"
29,No,Travel_Frequently,1413,Sales,1,1,Medical,1,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1,228,The place on the planet to work,Not all the people get to work on the best projects
35,No,Travel_Frequently,944,Sales,1,3,Marketing,1,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8,229,"There are pros to working at Google - it looks great on the resume because of its history, it is a known quantity in the industry, performers get a lot of stock, it's not yet an antiquated giant (but moving in that direction pretty fast.) , generally people are friendly (lower the level, better the people - the opposite is also true. Higher the level, worse the ""Googleyness"" of the people)","- Free food : I have actually had better ""free"" food at other companies, and this free food comes at a high price - you work - all the time. Through lunch. Through breakfast. Sometimes through dinner. Quality isn't so great either. - Management - really t"
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,1,3,Male,86,2,1,Research Scientist,4,Single,2389,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1,230,You get to work for GOOGLE. That's a lot to tell,Nothing. You can proudly say you work in GOOGLE
52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,3,Female,89,2,1,Laboratory Technician,4,Single,3212,3300,7,Y,No,15,3,2,80,0,6,3,2,2,2,2,2,231,"Interesting work, great company to work for","Large organization, culture within different teams vary"
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,3,Male,58,3,5,Manager,4,Married,19232,4933,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15,232,They offer great free food.,Food is too good and impact productivity
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,1,2,Male,52,3,1,Human Resources,3,Married,2267,25657,8,Y,No,17,3,4,80,0,7,2,2,2,2,2,2,233,"Compensation, benefits, and autonomy",Siloed environment at times
50,No,Travel_Rarely,854,Sales,1,4,Medical,1,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6,234,it is a good place to work,I have not find any issues
33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,1,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4,235,NA,NA
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,1,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9,236,excellent and benificial for evry employee,Im looking in hard wark with smart
33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7,237,The people. The perks. The overall atmosphere upbeat and forward-thinking.,Heavy focus on making products easy to use results in limited help available for clients who prefer a more hands on customer engagement.
52,No,Non-Travel,771,Sales,2,4,Life Sciences,1,1,Male,79,2,5,Manager,3,Single,19068,21030,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12,238,Possibly a growth company but financial problems create much uncertainty,"I was hired through an Agency as a contract employee for 90 days, then offered a full-time position. This position lasted all of 24 days, then I was let go due to financial problems at the company. To make matters worse, I was told that I would receive severance on the forms I asked to sign. The company has reneged on that. I witnessed a parade of hiring/firing due to the lack of any business acumen, very poor communication and no evidence of a positive culture."
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2,239,A consequence of the crazy hiring bar is that everyone you work with is very smart and you can rely on your teammates to get things done.,"I guess some of the typical big company stuff, like it sometimes taking longer for a project to complete."
32,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2,240,Super smart co-workers. Good work life balance.,Perf takes a long time and promotions are hard.
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,1,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2,241,Everything is great and I liked it very much,no cons as such for this company
32,No,Non-Travel,976,Sales,26,4,Marketing,1,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2,242,"Excellent people, interesting work, free meals, amazing benefits.",Big companies have a larger overhead of process than small ones.
41,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0,243,"In addition to the amazing perks, Google was a really great environment to learn - there are tons of really smart people you can learn from.",Could be hard to advance in the company.
40,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7,244,I don't know what to say...probably everything.,No real downsides in my opinion.
45,No,Travel_Rarely,252,Research & Development,1,3,Other,1,3,Male,70,4,5,Manager,4,Married,19202,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7,245,"Food, training, people, location, experience.",Sometimes your co-workers are a bit anxious because they are behind computers all day but that is it.
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2,246,"- Outstanding benefits, competitive compensation - Big focus on employee well-being and happiness - Great internal culture - Fantastic food, and 3 meals a day offered in major offices - Beautifully designed and fun offices - A huge amount of trust is plac",NA
33,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,1,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2,247,sense of community  opportunity for career progression,can be very time demanding
34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9,248,"Working with brilliant people, being a part of an org that's in hypergrowth",Red tape/complexities of a large company with a large amount of stakeholders
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,1,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2,249,Has a great company atmosphere,I can not think of any!
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2,250,"Smart & hardworking teammates, perfect work-life balance and great benefits","Google only use its own tools, as a new-grad student, I do feel some pressure learning so many tools at the same time."
37,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0,251,Amazing perks atmosphere and chances to grow,Potential to drink the koolaid and loose sight of some realities
39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8,252,good culture but it's good,boring projects but it's fine
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,3,Male,60,3,1,Research Scientist,4,Single,2340,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5,253,Good work environment for all people,The location of their office isnâ€™t my favorite
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2,254,"Pay, work life balance, team placement, relevant to the field youâ€™re working in even if youâ€™re just a freshman/sophomore",Housing is not provided for you
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,1,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2,255,The perks. Working with smart people.,Lots of consensus building.
25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2,256,"Friendly environment, great benefit, great career opportunity",living cost is too high in bay area
42,No,Travel_Rarely,269,Research & Development,2,3,Medical,1,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8,257,"Great people, decent culture, good pay.","Company is changing their values, becoming big corporate America, which is exactly what I didn't want."
40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9,258,"Competitive perks and pay, great work life balance",Large corporation with hard upward mobility
51,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,1,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,0,259,1. I had great managers (their managers though.....eh) 2. pretty good micro-cultures 3. free food 4. free transportation (if you're full time) 5. free classes (if you're full time) 6. lots of pto (if you're full time) 7. you work with some of the best and brightest 8. the networking post-Google is pretty amazing 9. you work with some very proactive people 10. lots of social opportunities 11. WFH whenever you want (as long as you're full time),"1. contractors are treated with second class status, you feel bad for them, for example, I could WFH whenever I had an appt, for a contractor, you lose 1/2 day pay for such. granted this also very dependent on the manager too. my first manager was strict with the contractors and by the book, my second one was very much 'I don't care where you work from so long as you get it done' 2. this is a company with billions of dollars that simply doesn't care to keep all employees insured 3. C-Level executives are pretty indifferent to the 'little guy' 4. be more diverse 5. not much opportunity for advancement unless someone leaves 6. work life balance is a tough achievement if at all, I worked a lot of odd hours 7. unconscious bias is a real problem within the thinking of hiring managers 8. if you're going to transfer an employee to a different part of the country, maybe give them more than a months notice? I saw co-workers marriage fall apart because their manager simply 'forgot to schedule a meeting sooner' 9. it's very political (big little lies in a tech setting) 10. communicate feedback more effectively 11. be more diverse"
31,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,1,3,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4,260,"Amazing perks: Food, massages, you name it.",Becoming extremely bureaucratic. Can be comparatively slow to grow.
32,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,1,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3,261,Great benefits in the office,Bureaucracy can be limiting to creatitivy
38,No,Non-Travel,1327,Sales,2,2,Life Sciences,1,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5,262,Very wide range of opportunities to work in.,Performance review process is very lengthy and in depth.
32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4,263,Innovation Problem scale Great people Work life balance,Nothing that I know of. I like working here
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,1,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7,264,The food is good a lot.,The work is very hard.
28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0,265,close to home and steady,"overtime, hardworking and average pay"
29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0,266,NA,NA
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,1,2,Male,64,2,2,Healthcare Representative,4,Married,5582,14408,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8,267,"Solid engineering practices, respectful colleagues, great benefits, and amazing free food.",It sometimes feels like it's gotten very big. Lots of great brains behind every problem means it's not straightforward to make your mark.
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,1,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5,268,Benefits. Co Workers. Experience. People. Shuttles,Work hours. Management. Process. Location. Commute
45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,1,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10,269,Good company to work and learn,Nothing to say against the job
36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11,270,Smart coworkers good benefits lots of respect,Culture makes you want to work harder than you would at other companies.
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,1,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13,271,"Fun, fast paced, good amenities","Felt pressured to push harder than other, smaller conpanies"
47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,1,Male,88,3,3,Manager,2,Married,11849,10268,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9,272,"Interesting stuff going on in the company, really high comp, good work/life balance, nice people","Get bored on the business side, too crowded at the top to move up, super bureaucratic about promotions, low impact work, lack of ownership of work due to teams being too big (over hired), real talent is on the eng side"
28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,1,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4,273,Good working environment and facilities are awesome,You need to be very careful
